timestamp,open,high,low,close,volume,symbol,date_unix,date
1768867200.0,1384.1,1406.5,1384.1,1398.26,600949349.0,Banking_index,1768867200.0,2026-01-20
1768867200.0,5750.5,5879.48,5749.82,5831.09,799428314.4,Development%20Bank_index,1768867200.0,2026-01-20
1768867200.0,2567.06,2622.86,2559.24,2587.14,1057635679.7,Finance_index,1768867200.0,2026-01-20
1768867200.0,4959.21,5039.02,4959.21,5028.84,470893364.9,Microfinance_index,1768867200.0,2026-01-20
1768867200.0,7226.87,7462.53,7226.87,7428.58,386837005.3,Hotels%20and%20Tourism_index,1768867200.0,2026-01-20
1768867200.0,3407.84,3483.42,3407.84,3466.47,5244432013.3,HydroPower_index,1768867200.0,2026-01-20
1768867200.0,13052.3,13310.16,13052.3,13272.53,443113374.8,Life%20Insurance_index,1768867200.0,2026-01-20
1768867200.0,11061.21,11264.7,11061.21,11206.56,176604252.5,Non%20Life%20Insurance_index,1768867200.0,2026-01-20
1768867200.0,2373.59,2427.37,2373.59,2402.67,711961215.7,Others_index,1768867200.0,2026-01-20
1768867200.0,103.71,105.81,103.64,105.67,797292012.9,Investment_index,1768867200.0,2026-01-20
1768867200.0,2678.81,2726.7491,2678.8114,2714.81,11854746296.86,NEPSE_index,1768867200.0,2026-01-20
1768867200.0,184.07,187.6444,184.0684,186.84,11737937445.2,Float_index,1768867200.0,2026-01-20
1768867200.0,3830.58,3859.81,3788.09,3845.09,11723276.0,Trading_index,1768867200.0,2026-01-20
1768867200.0,20.84,21.06,20.67,21.04,13987624.56,Mutual%20Fund_index,1768867200.0,2026-01-20
1768867200.0,157.09,160.1815,157.0616,159.57,4450987105.6,Sen.%20Float_index,1768867200.0,2026-01-20
1768867200.0,460.77,469.0234,460.695,467.25,4450987105.6,Sensitive_index,1768867200.0,2026-01-20
