open,high,low,close,volume,symbol,date
2081.58,2081.58,2081.58,2081.58,,HydroPower_index,2014-12-03
59.05,59.05,59.05,59.05,,Float_index,2014-12-03
850.16,850.16,850.16,850.16,,NEPSE_index,2014-12-03
703.73,703.73,703.73,703.73,,Others_index,2014-12-03
1884.17,1884.17,1884.17,1884.17,,Hotels%20and%20Tourism_index,2014-12-03
182.19,182.19,182.19,182.19,,Sensitive_index,2014-12-03
3664.92,3664.92,3664.92,3664.92,,Insurance_index,2014-12-03
185.17,185.17,185.17,185.17,,Trading_index,2014-12-03
652.97,652.97,652.97,652.97,,Development%20Bank_index,2014-12-03
462.78,462.78,462.78,462.78,,Finance_index,2014-12-03
49.41,49.41,49.41,49.41,,Sen.%20Float_index,2014-12-03
734.97,734.97,734.97,734.97,,Banking_index,2014-12-03
