open,high,low,close,volume,symbol,date
1678.57,1678.57,1678.57,1678.57,1060440000.0,Banking_index,2016-08-10
1779.57,1779.57,1779.57,1779.57,1933050000.0,NEPSE_index,2016-08-10
2586.24,2586.24,2586.24,2586.24,94810400.0,HydroPower_index,2016-08-10
383.83,383.83,383.83,383.83,1656090000.0,Sensitive_index,2016-08-10
816.73,816.73,816.73,816.73,21695400.0,Others_index,2016-08-10
132.23,132.23,132.23,132.23,1933050000.0,Float_index,2016-08-10
8654.64,8654.64,8654.64,8654.64,406309000.0,Insurance_index,2016-08-10
112.83,112.83,112.83,112.83,1656090000.0,Sen.%20Float_index,2016-08-10
1844.07,1844.07,1844.07,1844.07,294977000.0,Development%20Bank_index,2016-08-10
2166.58,2166.58,2166.58,2166.58,8056960.0,Hotels%20and%20Tourism_index,2016-08-10
860.39,860.39,860.39,860.39,45900500.0,Finance_index,2016-08-10
