open,high,low,close,volume,symbol,date
3017.06,3017.06,2931.79,2957.04,1289383292.9,HydroPower_index,2024-09-29
1882.7,1897.53,1856.8,1871.52,186592805.2,Others_index,2024-09-29
2742.74,2768.17,2695.64,2712.26,340586367.1,Finance_index,2024-09-29
147.31,148.0425,145.0479,146.44,1032806392.1,Sen.%20Float_index,2024-09-29
2483.91,2494.5796,2442.6332,2464.4,4050082065.54,NEPSE_index,2024-09-29
1437.38,1440.35,1415.97,1427.69,417851560.8,Banking_index,2024-09-29
3485.22,3485.22,3381.58,3381.58,36444669.0,Trading_index,2024-09-29
6053.04,6072.68,5912.42,5963.95,61798038.1,Hotels%20and%20Tourism_index,2024-09-29
4649.72,4668.1,4598.81,4637.1,249828131.9,Microfinance_index,2024-09-29
12618.44,12865.63,12420.94,12577.04,344961697.3,Non%20Life%20Insurance_index,2024-09-29
98.5,99.59,97.15,97.81,406075635.3,Investment_index,2024-09-29
171.5,172.0786,168.5188,170.03,3889366143.8,Float_index,2024-09-29
20.72,20.74,20.4,20.47,11639731.14,Mutual%20Fund_index,2024-09-29
12281.19,12281.19,11989.35,12185.58,202207194.7,Life%20Insurance_index,2024-09-29
4918.62,4964.82,4833.41,4874.5,234893487.6,Development%20Bank_index,2024-09-29
447.58,449.7156,440.6848,444.89,1778821579.9,Sensitive_index,2024-09-29
