open,high,low,close,volume,symbol,date
403.15,403.15,403.15,403.15,,NEPSE_index,2010-09-30
,,,,,Sensitive_index,2010-09-30
363.88,363.88,363.88,363.88,,Finance_index,2010-09-30
459.97,459.97,459.97,459.97,,Insurance_index,2010-09-30
388.62,388.62,388.62,388.62,,Development%20Bank_index,2010-09-30
397.04,397.04,397.04,397.04,,Hotels%20and%20Tourism_index,2010-09-30
266.87,266.87,266.87,266.87,,Trading_index,2010-09-30
500.54,500.54,500.54,500.54,,Others_index,2010-09-30
369.35,369.35,369.35,369.35,,Banking_index,2010-09-30
707.98,707.98,707.98,707.98,,HydroPower_index,2010-09-30
