open,high,low,close,volume,symbol,date
519.77,519.77,519.77,519.77,,HydroPower_index,2011-06-07
292.02,292.02,292.02,292.02,,Development%20Bank_index,2011-06-07
300.26,300.26,300.26,300.26,,Finance_index,2011-06-07
317.49,317.49,317.49,317.49,,NEPSE_index,2011-06-07
446.5,446.5,446.5,446.5,,Others_index,2011-06-07
241.97,241.97,241.97,241.97,,Trading_index,2011-06-07
,,,,,Sensitive_index,2011-06-07
271.38,271.38,271.38,271.38,,Banking_index,2011-06-07
398.66,398.66,398.66,398.66,,Hotels%20and%20Tourism_index,2011-06-07
416.45,416.45,416.45,416.45,,Insurance_index,2011-06-07
